company,time,area,location,waste_generated,quality_grade,selling_price
Adani Group,28/01/2022,3880,Bangalore,69.0,Q1,197977
Tata Group,19/02/2021,2038,Kolkata,67.0,Q2,178015
Adani Group,28/04/2023,4581,Bangalore,86.0,Q2,247486
Satya Papers,21/01/2022,1265,Chennai,9.0,Q1,24612
Infosys,16/04/2021,1980,Delhi,93.0,Q2,269010
Satya Papers,19/08/2022,3653,Chennai,77.0,Q1,204546
Adani Group,25/11/2022,1727,Mumbai,45.0,Q1,129095
Satya Papers,06/01/2023,4640,Chennai,66.0,Q1,175243
Tata Group,08/07/2022,3733,Kolkata,68.0,Q1,179721
Reliance Industries,01/09/2023,4961,Delhi,97.0,Q2,278761
Satya Papers,08/01/2021,4243,Delhi,67.0,Q2,193522
Satya Papers,10/12/2021,1381,Delhi,52.0,Q1,148979
Infosys,12/03/2021,2093,Bangalore,65.0,Q2,187709
Adani Group,01/12/2023,1034,Bangalore,40.0,Q1,114011
Satya Papers,22/07/2022,4482,Kolkata,110.0,Q3,290972
Adani Group,31/12/2021,4547,Chennai,83.0,Q1,217916
Reliance Industries,04/06/2021,4148,Delhi,114.0,Q3,329141
Infosys,09/06/2023,1798,Bangalore,50.0,Q2,144302
Reliance Industries,04/08/2023,4202,Kolkata,107.0,Q3,282315
Infosys,01/04/2022,1760,Kolkata,67.0,Q1,176642
Reliance Industries,09/06/2023,4758,Delhi,119.0,Q3,342447
Reliance Industries,05/05/2023,3007,Chennai,95.0,Q2,251087
Satya Papers,15/07/2022,2570,Mumbai,70.0,Q1,202295
Satya Papers,23/12/2022,1607,Mumbai,66.0,Q1,189902
Infosys,30/12/2022,3694,Bangalore,82.0,Q1,237382
Infosys,18/06/2021,2398,Mumbai,72.0,Q1,206381
Tata Group,15/07/2022,4669,Kolkata,62.0,Q1,164708
Satya Papers,05/02/2021,2494,Bangalore,71.0,Q1,203867
Infosys,26/05/2023,2818,Delhi,77.0,Q1,222141
Tata Group,10/12/2021,1855,Mumbai,79.0,Q1,226508
Satya Papers,22/04/2022,2347,Mumbai,90.0,Q1,258958
Adani Group,20/05/2022,1044,Delhi,54.0,Q2,156100
Adani Group,03/09/2021,2229,Bangalore,41.0,Q1,119416
Infosys,26/02/2021,4854,Kolkata,91.0,Q1,239086
Infosys,29/01/2021,2226,Delhi,98.0,Q2,280976
Infosys,16/04/2021,2763,Bangalore,86.0,Q1,249039
Adani Group,13/05/2022,1954,Chennai,113.0,Q3,299283
Reliance Industries,02/07/2021,3681,Bangalore,77.0,Q2,222430
Adani Group,27/08/2021,2432,Mumbai,78.0,Q1,223856
Reliance Industries,27/10/2023,2786,Kolkata,60.0,Q1,157227
Satya Papers,09/04/2021,2940,Kolkata,43.0,Q1,112992
Reliance Industries,17/11/2023,4720,Delhi,99.0,Q2,286090
Satya Papers,02/09/2022,3542,Delhi,86.0,Q1,248103
Infosys,27/05/2022,2488,Delhi,77.0,Q1,220778
Tata Group,12/11/2021,3775,Mumbai,75.0,Q2,216410
Infosys,05/11/2021,4233,Chennai,61.0,Q2,160498
Adani Group,29/09/2023,4154,Chennai,109.0,Q3,287666
Infosys,16/09/2022,4192,Delhi,87.0,Q2,250295
Reliance Industries,24/09/2021,2341,Kolkata,35.0,Q1,93288
Infosys,01/04/2022,1183,Chennai,43.0,Q1,113308
Tata Group,19/05/2023,2815,Kolkata,77.0,Q1,202877
Tata Group,14/05/2021,2065,Chennai,56.0,Q2,147265
Reliance Industries,11/06/2021,3411,Delhi,56.0,Q1,160502
Tata Group,14/07/2023,4487,Delhi,72.0,Q2,208044
Adani Group,22/12/2023,1999,Delhi,64.0,Q1,185707
Infosys,28/07/2023,4013,Mumbai,103.0,Q3,295451
Infosys,03/11/2023,4688,Kolkata,97.0,Q2,257040
Satya Papers,27/05/2022,4005,Kolkata,71.0,Q1,186821
Tata Group,27/08/2021,3472,Chennai,88.0,Q1,233226
Satya Papers,01/01/2021,3764,Mumbai,48.0,Q1,139039
Tata Group,26/03/2021,2229,Kolkata,53.0,Q1,138625
Tata Group,02/04/2021,3792,Chennai,86.0,Q2,228325
Tata Group,18/11/2022,4769,Delhi,114.0,Q3,327794
Infosys,09/04/2021,2919,Kolkata,75.0,Q2,199296
Satya Papers,21/05/2021,2662,Bangalore,75.0,Q1,214846
Adani Group,21/04/2023,2665,Mumbai,75.0,Q1,214806
Satya Papers,21/05/2021,4745,Chennai,99.0,Q2,261223
Reliance Industries,08/04/2022,4316,Kolkata,127.0,Q3,335058
Tata Group,21/07/2023,2126,Kolkata,91.0,Q1,240138
Satya Papers,15/12/2023,4279,Kolkata,92.0,Q1,242592
Satya Papers,07/04/2023,2308,Mumbai,79.0,Q1,226382
Tata Group,22/04/2022,4254,Delhi,80.0,Q1,228995
Tata Group,13/08/2021,2993,Delhi,76.0,Q2,219069
Satya Papers,27/01/2023,4429,Delhi,88.0,Q1,253988
Infosys,29/01/2021,2015,Chennai,91.0,Q1,239569
Infosys,12/02/2021,2408,Delhi,62.0,Q2,178901
Tata Group,04/06/2021,3091,Delhi,94.0,Q1,270041
Tata Group,22/12/2023,4196,Chennai,58.0,Q1,153360
Tata Group,12/08/2022,4631,Chennai,76.0,Q1,201504
Adani Group,30/07/2021,2189,Delhi,88.0,Q2,254692
Infosys,05/11/2021,3555,Kolkata,80.0,Q2,212045
Reliance Industries,16/06/2023,1612,Chennai,50.0,Q1,131292
Tata Group,06/10/2023,4439,Kolkata,98.0,Q1,259659
Infosys,22/01/2021,4053,Bangalore,100.0,Q3,288773
Infosys,09/12/2022,2734,Delhi,96.0,Q1,276770
Satya Papers,17/09/2021,4651,Mumbai,86.0,Q2,247020
Tata Group,01/10/2021,2751,Bangalore,66.0,Q2,189862
Infosys,13/01/2023,3444,Chennai,81.0,Q1,214855
Tata Group,16/07/2021,4777,Mumbai,89.0,Q1,256360
Infosys,04/02/2022,4649,Kolkata,105.0,Q3,277493
Adani Group,22/07/2022,1115,Chennai,75.0,Q1,198393
Adani Group,10/11/2023,4546,Mumbai,104.0,Q3,299627
Reliance Industries,28/05/2021,2293,Delhi,61.0,Q2,175733
Reliance Industries,15/10/2021,1104,Mumbai,64.0,Q2,183160
Reliance Industries,08/01/2021,4437,Mumbai,124.0,Q3,357261
Reliance Industries,29/07/2022,1550,Chennai,74.0,Q1,195254
Adani Group,19/08/2022,2661,Chennai,89.0,Q2,233831
Infosys,22/09/2023,1133,Bangalore,78.0,Q2,225391
Infosys,03/12/2021,2116,Kolkata,53.0,Q1,139613
Infosys,22/10/2021,2784,Kolkata,97.0,Q2,255252
Tata Group,29/01/2021,2677,Bangalore,71.0,Q2,204450
Infosys,15/01/2021,1688,Mumbai,56.0,Q1,160660
Satya Papers,16/07/2021,3760,Delhi,61.0,Q1,176999
Adani Group,29/09/2023,4821,Delhi,108.0,Q3,310137
Infosys,30/07/2021,1666,Bangalore,67.0,Q1,192735
Reliance Industries,31/03/2023,4047,Chennai,84.0,Q1,222578
Reliance Industries,03/11/2023,2308,Chennai,60.0,Q2,157233
Tata Group,15/09/2023,1832,Bangalore,62.0,Q2,178910
Adani Group,18/02/2022,4422,Delhi,95.0,Q2,274967
Infosys,23/07/2021,4880,Mumbai,94.0,Q2,271707
Infosys,21/10/2022,1919,Kolkata,100.0,Q2,263127
Adani Group,20/05/2022,4113,Chennai,75.0,Q1,198743
Tata Group,26/05/2023,2626,Chennai,40.0,Q1,104525
Tata Group,16/12/2022,1376,Chennai,52.0,Q2,136016
Infosys,23/12/2022,1100,Mumbai,66.0,Q1,189475
Tata Group,23/09/2022,4121,Kolkata,110.0,Q3,290053
Adani Group,03/11/2023,4862,Kolkata,93.0,Q2,246025
Infosys,10/12/2021,3350,Delhi,69.0,Q2,198496
Satya Papers,09/07/2021,4080,Delhi,102.0,Q3,293248
Satya Papers,18/03/2022,1633,Kolkata,62.0,Q2,164950
Reliance Industries,15/09/2023,3245,Mumbai,62.0,Q2,177808
Adani Group,30/12/2022,1482,Bangalore,37.0,Q1,107151
Reliance Industries,02/06/2023,2718,Bangalore,48.0,Q1,139391
Tata Group,09/04/2021,2742,Kolkata,57.0,Q2,150140
Infosys,21/07/2023,3095,Mumbai,71.0,Q1,205480
Reliance Industries,29/04/2022,2702,Bangalore,39.0,Q1,112807
Infosys,10/06/2022,2095,Bangalore,52.0,Q2,148851
Infosys,28/04/2023,3838,Delhi,101.0,Q3,290035
Adani Group,23/04/2021,1225,Chennai,35.0,Q1,92203
Adani Group,03/02/2023,3396,Chennai,101.0,Q3,267317
Satya Papers,14/10/2022,3980,Kolkata,98.0,Q2,258017
Infosys,27/05/2022,1452,Mumbai,72.0,Q2,206334
Infosys,20/05/2022,4776,Delhi,95.0,Q1,273970
Adani Group,19/05/2023,4738,Bangalore,96.0,Q1,277779
Reliance Industries,02/07/2021,4574,Mumbai,99.0,Q1,285098
Adani Group,17/12/2021,3687,Chennai,90.0,Q1,237596
Adani Group,22/10/2021,2940,Chennai,53.0,Q1,138710
Tata Group,24/02/2023,2352,Bangalore,83.0,Q1,237792
Tata Group,18/11/2022,3171,Chennai,84.0,Q1,221003
Infosys,22/09/2023,2543,Mumbai,61.0,Q1,176478
Satya Papers,24/09/2021,2191,Chennai,34.0,Q1,90252
Infosys,28/01/2022,3759,Kolkata,84.0,Q2,223051
Reliance Industries,03/03/2023,1869,Kolkata,64.0,Q1,169182
Adani Group,28/01/2022,1757,Delhi,76.0,Q1,219943
Reliance Industries,05/05/2023,3258,Kolkata,88.0,Q2,233153
Tata Group,16/09/2022,3988,Kolkata,116.0,Q3,306121
Infosys,07/04/2023,3078,Bangalore,107.0,Q3,307987
Satya Papers,20/05/2022,3136,Delhi,46.0,Q1,131907
Tata Group,07/10/2022,2650,Bangalore,68.0,Q2,194556
Reliance Industries,21/04/2023,2324,Delhi,64.0,Q1,182980
Satya Papers,06/05/2022,3129,Mumbai,52.0,Q1,150722
Reliance Industries,07/05/2021,3459,Chennai,100.0,Q3,264955
Reliance Industries,10/02/2023,2449,Mumbai,85.0,Q2,244003
Satya Papers,17/02/2023,2498,Kolkata,85.0,Q2,225326
Adani Group,24/06/2022,3483,Bangalore,84.0,Q1,241651
Adani Group,01/07/2022,2227,Bangalore,83.0,Q1,238017
Infosys,31/12/2021,2200,Bangalore,52.0,Q2,150207
Adani Group,30/09/2022,2060,Kolkata,58.0,Q2,152662
Satya Papers,21/10/2022,1743,Chennai,42.0,Q1,110842
Reliance Industries,22/04/2022,4857,Mumbai,114.0,Q3,327586
Adani Group,03/12/2021,3278,Kolkata,108.0,Q3,285624
Tata Group,29/09/2023,3232,Delhi,29.0,Q1,84551
Reliance Industries,18/08/2023,2494,Chennai,109.0,Q3,288098
Adani Group,04/08/2023,3912,Bangalore,94.0,Q2,269677
Tata Group,29/07/2022,2689,Kolkata,92.0,Q1,243028
Infosys,27/01/2023,2650,Kolkata,73.0,Q2,192673
Tata Group,12/03/2021,3480,Bangalore,93.0,Q1,266615
Adani Group,22/04/2022,1581,Chennai,72.0,Q1,189015
Reliance Industries,10/03/2023,3734,Kolkata,62.0,Q1,164195
Tata Group,18/06/2021,3444,Bangalore,78.0,Q2,224587
Satya Papers,02/12/2022,3600,Mumbai,86.0,Q1,246511
Tata Group,29/04/2022,4162,Delhi,53.0,Q1,153282
Reliance Industries,24/12/2021,3587,Bangalore,93.0,Q2,268211
Adani Group,09/06/2023,2941,Bangalore,74.0,Q1,214547
Infosys,08/04/2022,3568,Mumbai,72.0,Q2,207539
Satya Papers,08/10/2021,4428,Kolkata,89.0,Q1,235555
Adani Group,20/05/2022,2634,Kolkata,39.0,Q1,104264
Reliance Industries,21/01/2022,2528,Delhi,93.0,Q2,267323
Satya Papers,05/02/2021,1883,Delhi,56.0,Q2,159949
Reliance Industries,06/05/2022,1734,Kolkata,70.0,Q2,185467
Tata Group,02/04/2021,3688,Bangalore,114.0,Q3,326986
Tata Group,03/02/2023,1294,Bangalore,26.0,Q1,74608
Reliance Industries,23/06/2023,1671,Chennai,65.0,Q2,170813
Reliance Industries,29/01/2021,3257,Delhi,58.0,Q2,165954
Adani Group,04/06/2021,4260,Mumbai,65.0,Q1,185807
Satya Papers,15/07/2022,1929,Kolkata,64.0,Q2,168771
Tata Group,12/11/2021,3825,Delhi,44.0,Q1,126337
Satya Papers,23/04/2021,2405,Chennai,92.0,Q2,242690
Satya Papers,03/09/2021,2773,Bangalore,69.0,Q2,199112
Satya Papers,26/02/2021,3396,Mumbai,63.0,Q2,181024
Tata Group,07/05/2021,1107,Kolkata,58.0,Q1,151885
Reliance Industries,24/06/2022,4373,Bangalore,74.0,Q2,213193
Satya Papers,31/03/2023,3248,Delhi,87.0,Q2,250798
Tata Group,01/01/2021,4812,Delhi,119.0,Q3,342034
Tata Group,23/06/2023,2322,Bangalore,52.0,Q2,149439
Adani Group,27/10/2023,4032,Mumbai,78.0,Q1,224661
Satya Papers,01/01/2021,2017,Bangalore,31.0,Q1,89213
Tata Group,30/04/2021,2890,Bangalore,91.0,Q1,263140
Reliance Industries,23/06/2023,2398,Chennai,57.0,Q2,150534
Tata Group,24/06/2022,1363,Kolkata,61.0,Q1,162144
Satya Papers,27/08/2021,1693,Delhi,72.0,Q2,207571
Infosys,31/03/2023,4327,Chennai,90.0,Q1,237838
Tata Group,22/12/2023,3303,Kolkata,49.0,Q1,129584
Infosys,11/03/2022,4869,Chennai,125.0,Q3,329622
Infosys,09/12/2022,3699,Mumbai,77.0,Q1,221757
Tata Group,08/07/2022,3708,Chennai,106.0,Q3,279040
Infosys,05/11/2021,1623,Delhi,53.0,Q2,151603
Infosys,18/02/2022,3920,Bangalore,82.0,Q1,237001
Satya Papers,16/07/2021,4080,Mumbai,101.0,Q3,291630
Infosys,27/10/2023,2288,Kolkata,70.0,Q2,185829
Infosys,09/09/2022,1382,Bangalore,79.0,Q2,227575
Satya Papers,02/09/2022,3188,Bangalore,52.0,Q2,149344
Adani Group,17/02/2023,1056,Bangalore,82.0,Q2,236287
Adani Group,03/06/2022,3760,Delhi,67.0,Q1,193331
Satya Papers,11/11/2022,2694,Bangalore,111.0,Q3,318860
Infosys,16/09/2022,1559,Kolkata,50.0,Q1,131923
Infosys,16/07/2021,1510,Kolkata,40.0,Q1,105013
Infosys,24/06/2022,3332,Chennai,110.0,Q3,289785
Infosys,13/01/2023,1608,Mumbai,82.0,Q1,236084
Satya Papers,23/04/2021,1801,Mumbai,30.0,Q1,85773
Reliance Industries,11/03/2022,1424,Kolkata,58.0,Q2,152658
Reliance Industries,30/12/2022,1787,Chennai,96.0,Q1,252771
Tata Group,18/08/2023,2220,Bangalore,74.0,Q1,213300
Reliance Industries,18/11/2022,2186,Mumbai,73.0,Q1,209775
Adani Group,31/03/2023,3527,Bangalore,80.0,Q1,229468
Adani Group,08/07/2022,2235,Chennai,50.0,Q1,131627
Reliance Industries,24/02/2023,1833,Kolkata,36.0,Q1,95457
Reliance Industries,24/09/2021,1605,Bangalore,97.0,Q2,279987
Infosys,17/12/2021,3052,Mumbai,77.0,Q2,222638
Reliance Industries,24/09/2021,3047,Bangalore,63.0,Q1,180615
Adani Group,19/03/2021,4701,Chennai,72.0,Q1,189139
Adani Group,18/08/2023,2172,Bangalore,108.0,Q3,311388
Adani Group,11/03/2022,1738,Chennai,69.0,Q2,182017
Satya Papers,04/11/2022,1285,Mumbai,85.0,Q2,244711
Adani Group,10/12/2021,4372,Mumbai,121.0,Q3,347963
Tata Group,15/04/2022,3420,Kolkata,64.0,Q1,169139
Reliance Industries,19/02/2021,1034,Mumbai,81.0,Q1,233686
Reliance Industries,07/01/2022,1494,Delhi,83.0,Q2,239981
Reliance Industries,21/01/2022,3299,Bangalore,110.0,Q3,315741
Adani Group,07/04/2023,4647,Mumbai,87.0,Q1,251997
Satya Papers,28/10/2022,2649,Bangalore,66.0,Q2,191386
Infosys,29/10/2021,3532,Mumbai,85.0,Q2,246196
Infosys,08/09/2023,2784,Kolkata,58.0,Q1,152423
Infosys,10/12/2021,3450,Kolkata,74.0,Q2,196394
Adani Group,06/10/2023,3620,Kolkata,68.0,Q2,178736
Satya Papers,08/09/2023,3027,Delhi,118.0,Q3,341036
Reliance Industries,04/11/2022,2049,Bangalore,64.0,Q1,184505
Tata Group,01/01/2021,2338,Delhi,97.0,Q2,277966
Infosys,14/10/2022,1626,Delhi,87.0,Q1,250814
Tata Group,07/10/2022,1690,Kolkata,39.0,Q1,102799
Tata Group,27/01/2023,4308,Bangalore,75.0,Q2,217170
Tata Group,04/06/2021,4179,Delhi,112.0,Q3,322084
Infosys,26/05/2023,4224,Bangalore,81.0,Q2,232584
Adani Group,13/01/2023,3051,Chennai,57.0,Q2,149917
Tata Group,18/11/2022,1613,Mumbai,57.0,Q1,164237
Reliance Industries,24/03/2023,2473,Delhi,57.0,Q1,163005
Reliance Industries,17/12/2021,3271,Kolkata,120.0,Q3,317215
Infosys,18/06/2021,3340,Bangalore,71.0,Q1,203331
Infosys,16/12/2022,2676,Kolkata,88.0,Q1,232767
Tata Group,06/10/2023,2781,Bangalore,65.0,Q1,188054
Adani Group,30/07/2021,1297,Mumbai,52.0,Q1,150276
Adani Group,22/04/2022,3516,Delhi,62.0,Q1,178158
Reliance Industries,24/11/2023,2699,Kolkata,88.0,Q1,233007
Reliance Industries,03/02/2023,3372,Mumbai,75.0,Q1,215880
Reliance Industries,23/07/2021,2627,Chennai,76.0,Q1,201023
Satya Papers,14/05/2021,1028,Kolkata,104.0,Q3,273686
Adani Group,06/08/2021,4656,Chennai,128.0,Q3,337581
Tata Group,02/06/2023,1805,Kolkata,79.0,Q1,208873
Infosys,10/06/2022,3134,Chennai,73.0,Q1,193501
Satya Papers,14/07/2023,3633,Chennai,98.0,Q1,259152
Tata Group,16/06/2023,3173,Kolkata,121.0,Q3,318122
Reliance Industries,25/06/2021,2185,Mumbai,85.0,Q1,246223
Tata Group,17/11/2023,2564,Mumbai,85.0,Q2,245645
Reliance Industries,26/08/2022,1361,Chennai,53.0,Q2,139523
Reliance Industries,28/07/2023,2465,Mumbai,57.0,Q2,163214
Satya Papers,24/12/2021,4916,Delhi,88.0,Q2,254030
Tata Group,10/12/2021,4334,Delhi,116.0,Q3,334349
Satya Papers,18/06/2021,1341,Bangalore,59.0,Q1,170946
Satya Papers,27/01/2023,2937,Mumbai,53.0,Q2,153871
Infosys,17/03/2023,2407,Chennai,86.0,Q1,227017
Infosys,29/09/2023,1381,Kolkata,88.0,Q1,233341
Satya Papers,09/07/2021,1043,Delhi,72.0,Q2,206094
Reliance Industries,14/07/2023,2088,Kolkata,51.0,Q1,135116
Adani Group,22/10/2021,1482,Kolkata,63.0,Q2,165901
Infosys,16/12/2022,3180,Mumbai,109.0,Q3,315244
Reliance Industries,14/07/2023,1712,Bangalore,92.0,Q1,265346
Adani Group,10/02/2023,2067,Mumbai,18.0,Q1,51940
Infosys,30/12/2022,2359,Delhi,80.0,Q1,230319
Tata Group,25/03/2022,3611,Mumbai,78.0,Q1,223254
Adani Group,24/03/2023,1889,Mumbai,51.0,Q1,147578
Infosys,09/04/2021,4617,Chennai,109.0,Q3,287102
Tata Group,08/10/2021,4362,Delhi,54.0,Q1,156208
Satya Papers,19/08/2022,2810,Delhi,77.0,Q2,223097
Tata Group,14/04/2023,3857,Chennai,78.0,Q2,206521
Tata Group,27/10/2023,1478,Mumbai,70.0,Q2,202841
Infosys,24/02/2023,2478,Chennai,81.0,Q1,213615
Adani Group,24/12/2021,2718,Bangalore,92.0,Q1,265617
Adani Group,06/08/2021,1047,Bangalore,82.0,Q2,235018
Infosys,07/05/2021,2238,Delhi,75.0,Q2,216034
Adani Group,23/12/2022,4233,Bangalore,94.0,Q2,270974
Tata Group,22/10/2021,3633,Chennai,93.0,Q1,246444
Satya Papers,11/06/2021,1183,Kolkata,56.0,Q1,146804
Satya Papers,24/12/2021,2328,Chennai,40.0,Q1,106897
Tata Group,03/12/2021,3748,Delhi,88.0,Q1,252916
Satya Papers,01/10/2021,2561,Chennai,40.0,Q1,106635
Infosys,19/05/2023,4070,Delhi,105.0,Q3,301009
Infosys,16/04/2021,3764,Chennai,90.0,Q2,238858
Adani Group,02/09/2022,2020,Mumbai,71.0,Q2,205264
Satya Papers,21/04/2023,1395,Bangalore,95.0,Q1,272904
Adani Group,20/10/2023,1883,Chennai,84.0,Q1,221370
Infosys,21/01/2022,1774,Delhi,84.0,Q2,241095
Adani Group,09/06/2023,1548,Kolkata,19.0,Q1,48843
Tata Group,17/03/2023,2574,Kolkata,71.0,Q1,187712
Adani Group,29/04/2022,3400,Bangalore,98.0,Q1,282195
Satya Papers,05/11/2021,3740,Kolkata,82.0,Q2,217278
Satya Papers,28/04/2023,4681,Chennai,104.0,Q3,274094
Reliance Industries,03/12/2021,4065,Delhi,77.0,Q1,220695
Tata Group,15/09/2023,1249,Delhi,67.0,Q1,193327
Satya Papers,11/03/2022,1495,Delhi,46.0,Q1,131505
Infosys,21/07/2023,3823,Mumbai,102.0,Q3,295073
Tata Group,15/04/2022,3565,Chennai,74.0,Q1,194053
Reliance Industries,15/10/2021,1998,Mumbai,81.0,Q1,232916
Reliance Industries,17/02/2023,4803,Bangalore,80.0,Q2,230856
Adani Group,01/07/2022,2538,Mumbai,73.0,Q1,211502
Tata Group,01/01/2021,4926,Kolkata,106.0,Q3,279066
Satya Papers,12/03/2021,2570,Mumbai,79.0,Q2,228870
Infosys,02/04/2021,2860,Chennai,78.0,Q2,205426
Reliance Industries,08/12/2023,1939,Bangalore,55.0,Q2,159723
Adani Group,24/02/2023,4485,Bangalore,98.0,Q1,281656
Infosys,24/06/2022,1172,Delhi,62.0,Q2,178910
Adani Group,08/10/2021,3542,Kolkata,100.0,Q1,263122
Tata Group,13/10/2023,3039,Chennai,56.0,Q2,147988
Satya Papers,18/03/2022,1211,Chennai,52.0,Q2,138174
Satya Papers,18/02/2022,2610,Bangalore,63.0,Q1,181017
Satya Papers,16/12/2022,2834,Mumbai,86.0,Q2,248868
Satya Papers,23/07/2021,1487,Chennai,68.0,Q2,180203
Adani Group,18/11/2022,3869,Chennai,62.0,Q2,164947
Infosys,15/09/2023,1126,Bangalore,85.0,Q1,246068
Infosys,29/01/2021,2191,Bangalore,62.0,Q1,178723
Adani Group,23/04/2021,3633,Bangalore,92.0,Q2,265542
Reliance Industries,29/01/2021,4516,Kolkata,88.0,Q1,231790
Infosys,10/03/2023,2161,Chennai,40.0,Q1,104526
Tata Group,22/01/2021,1236,Kolkata,41.0,Q1,108487
Adani Group,12/05/2023,1517,Mumbai,63.0,Q1,182252
Satya Papers,22/12/2023,1962,Delhi,71.0,Q2,205178
Infosys,03/11/2023,4404,Mumbai,89.0,Q2,256101
Reliance Industries,10/06/2022,4041,Mumbai,108.0,Q3,309731
Adani Group,30/07/2021,2221,Delhi,55.0,Q2,157816
Reliance Industries,14/07/2023,3554,Mumbai,48.0,Q1,138417
Adani Group,13/10/2023,3267,Chennai,79.0,Q1,209091
Tata Group,01/07/2022,1830,Delhi,67.0,Q1,192381
Tata Group,01/09/2023,3159,Bangalore,54.0,Q2,155983
Infosys,17/09/2021,4050,Chennai,83.0,Q1,219505
Satya Papers,16/06/2023,1433,Delhi,31.0,Q1,87945
Tata Group,16/04/2021,1995,Bangalore,48.0,Q1,139172
Adani Group,03/02/2023,4684,Kolkata,34.0,Q1,90151
Adani Group,03/11/2023,1121,Bangalore,74.0,Q2,212240
Adani Group,26/02/2021,2677,Delhi,75.0,Q1,214767
Tata Group,05/03/2021,4716,Delhi,86.0,Q1,247772
Infosys,19/05/2023,3752,Delhi,115.0,Q3,332267
Tata Group,05/03/2021,4532,Delhi,111.0,Q3,320904
Infosys,15/12/2023,1360,Mumbai,81.0,Q1,232249
Satya Papers,30/04/2021,1047,Mumbai,40.0,Q1,114442
Infosys,19/03/2021,1936,Mumbai,59.0,Q1,169860
Satya Papers,17/11/2023,1665,Chennai,15.0,Q1,39951
Adani Group,20/08/2021,4944,Bangalore,123.0,Q3,353586
Reliance Industries,04/06/2021,2305,Delhi,88.0,Q2,253501
Infosys,09/06/2023,1416,Kolkata,56.0,Q2,148227
Adani Group,19/05/2023,4784,Kolkata,125.0,Q3,329885
Satya Papers,10/11/2023,4866,Chennai,94.0,Q2,247658
Satya Papers,02/06/2023,4761,Bangalore,80.0,Q2,231164
Reliance Industries,29/10/2021,1342,Mumbai,80.0,Q1,229019
Reliance Industries,16/06/2023,2654,Chennai,65.0,Q1,171464
Satya Papers,16/09/2022,3877,Kolkata,92.0,Q2,243378
Satya Papers,10/09/2021,1501,Kolkata,97.0,Q1,254844
Tata Group,10/11/2023,2891,Bangalore,63.0,Q2,181443
Reliance Industries,03/12/2021,4631,Bangalore,116.0,Q3,334638
Reliance Industries,22/12/2023,4535,Bangalore,73.0,Q2,211593
Adani Group,30/04/2021,2706,Mumbai,63.0,Q2,181640
Satya Papers,29/07/2022,1489,Kolkata,56.0,Q1,148887
Adani Group,30/09/2022,1124,Mumbai,37.0,Q1,105225
Tata Group,24/12/2021,1031,Mumbai,71.0,Q2,203605
Reliance Industries,15/12/2023,4905,Chennai,95.0,Q2,249891
Satya Papers,15/12/2023,1467,Bangalore,22.0,Q1,64014
Tata Group,23/09/2022,3847,Kolkata,109.0,Q3,286584
Reliance Industries,03/12/2021,3138,Mumbai,58.0,Q2,167101
Satya Papers,06/10/2023,2586,Chennai,81.0,Q1,213298
Satya Papers,28/01/2022,2462,Bangalore,95.0,Q2,273962
Satya Papers,24/02/2023,2117,Chennai,52.0,Q2,136120
Adani Group,06/10/2023,4580,Mumbai,83.0,Q2,240383
Satya Papers,02/12/2022,4355,Chennai,45.0,Q1,119172
Adani Group,28/10/2022,1129,Chennai,65.0,Q1,171174
Adani Group,27/05/2022,1192,Delhi,73.0,Q1,209010
Reliance Industries,15/10/2021,2335,Delhi,105.0,Q3,302340
Reliance Industries,25/11/2022,1488,Bangalore,86.0,Q2,246572
Adani Group,15/12/2023,3989,Kolkata,55.0,Q2,144756
Tata Group,27/01/2023,4734,Mumbai,103.0,Q3,296375
Adani Group,23/04/2021,2016,Mumbai,67.0,Q1,193100
Satya Papers,14/10/2022,3480,Mumbai,93.0,Q1,266626
Infosys,16/12/2022,2486,Delhi,44.0,Q1,126417
Adani Group,12/08/2022,2904,Bangalore,85.0,Q1,245707
Reliance Industries,23/09/2022,2876,Chennai,95.0,Q2,250910
Adani Group,22/12/2023,2698,Mumbai,92.0,Q1,265961
Adani Group,22/12/2023,4504,Chennai,113.0,Q3,299257
Satya Papers,01/10/2021,1927,Kolkata,119.0,Q3,313595
Infosys,29/10/2021,3591,Bangalore,89.0,Q2,255884
Reliance Industries,17/02/2023,1272,Kolkata,48.0,Q1,126952
Reliance Industries,02/09/2022,2315,Mumbai,74.0,Q2,211754
Infosys,15/01/2021,2152,Bangalore,101.0,Q3,289845
Reliance Industries,02/04/2021,1426,Bangalore,45.0,Q1,128850
Satya Papers,16/12/2022,4995,Mumbai,121.0,Q3,349076
Infosys,14/07/2023,1163,Mumbai,70.0,Q1,201433
Infosys,03/12/2021,4726,Mumbai,103.0,Q3,295819
Infosys,09/07/2021,1431,Kolkata,50.0,Q1,131089
Reliance Industries,25/03/2022,1196,Bangalore,61.0,Q2,175747
Satya Papers,11/11/2022,1955,Chennai,113.0,Q3,299631
Infosys,24/12/2021,2361,Mumbai,81.0,Q1,232095
Satya Papers,08/07/2022,3254,Mumbai,94.0,Q1,271434
Reliance Industries,19/02/2021,2889,Delhi,102.0,Q3,292838
Tata Group,05/08/2022,1829,Kolkata,80.0,Q1,212369
Adani Group,29/04/2022,1258,Chennai,81.0,Q2,214787
Adani Group,02/07/2021,1376,Delhi,87.0,Q1,249177
Reliance Industries,25/08/2023,3131,Mumbai,88.0,Q1,252624
